# 母集団は「機械打ち同士」——@kobalab/majiang-ai の思考を四人とも同じにして、一局戦を1000局打ち切らせた記録（2026-08-28・較正-1）。人の打ち筋ではない。
局	席	親	配牌	verdict	borderline	baseShanten	acceptTypes	acceptTiles	widthLabel	goodShapes	weakShapes	totalBlocks	shapeOK	shapeNeeded	hasValue	doraValue	redCount	yakuhaiPair	defHonors	defTerminals	結果	点棒	役	巡目
720	3	0	3668m306799p3s26z	attack	1	4	25	87	非常に広い	3	0	3	0	4	1	1	1	0	2	2	和了	10000	立直1・一発1・ドラ1・赤ドラ1	12
721	0	1	6m366789p2078s15z	attack	1	4	22	78	非常に広い	3	0	3	0	4	1	1	1	0	2	1	無関係	0		7
721	1	0	16m13456p36s1133z	attack	0	3	19	68	非常に広い	4	0	4	1	4	1	1	0	1	4	2	和了	1000	場風 東1	7
721	2	0	2337m12p267s3445z	defend	0	4	23	79	非常に広い	3	1	4	0	4	0	0	0	0	4	1	放銃	-1000		7
721	3	0	389m3p1789s22467z	defend	0	4	18	64	非常に広い	2	1	3	0	4	0	0	0	0	5	3	無関係	0		7
722	0	1	134668m4p236699s	attack	0	3	15	47	広い	5	0	5	1	4	0	0	0	0	0	3	被ツモ	-6000		6
722	1	0	1234699m16p2378s	attack	0	2	6	22	ふつう	4	1	5	1	4	0	0	0	0	0	4	被ツモ	-3000		6
722	2	0	7m1233479p178s12z	defend	0	3	15	55	非常に広い	3	1	4	0	4	0	0	0	0	2	3	被ツモ	-3000		6
722	3	0	308m589p446s3477z	attack	1	4	24	83	非常に広い	2	2	4	0	3	1	2	1	1	4	1	和了	12000	翻牌 中1・ドラ3・赤ドラ2	6
723	0	1	2236699m9p37s112z	attack	0	2	5	15	狭い	4	0	4	1	3	1	2	0	1	3	3	和了	25000	立直1・一発1・七対子2・ドラ2・裏ドラ2	9
723	1	0	9m111589p158s457z	defend	0	5	27	98	非常に広い	1	1	2	0	4	0	0	0	0	3	6	無関係	0		9
723	2	0	57m22379p3467s36z	defend	0	3	8	30	ふつう	3	2	5	0	4	0	0	0	0	2	1	放銃	-24000		9
723	3	0	457m1669p1456s35z	defend	0	4	20	70	非常に広い	3	0	3	0	4	0	0	0	0	2	3	無関係	0		9
724	0	1	9m239p6899s12244z	attack	0	3	13	39	広い	4	1	5	1	4	0	0	0	0	5	4	流局	-1000		18
724	1	0	348m37p11234478s	attack	0	3	22	79	非常に広い	5	0	5	1	4	0	0	0	0	0	2	流局	3000		18
724	2	0	46667m5p467s2237z	attack	0	4	24	83	非常に広い	4	0	4	1	4	0	0	0	0	4	0	流局	-1000		18
724	3	0	1279m1379p35s167z	defend	0	4	18	59	非常に広い	0	5	5	0	4	0	0	0	0	3	4	流局	-1000		18
725	0	1	8m12568p3348s114z	attack	0	4	24	83	非常に広い	3	1	4	1	3	1	2	0	1	3	1	被ツモ	-500		11
725	1	0	6789p145s345677z	attack	1	4	15	49	広い	3	0	3	0	4	1	1	0	1	6	2	和了	2100	翻牌 中1	11
725	2	0	13789m3679p279s5z	defend	0	3	10	34	ふつう	2	2	4	0	4	0	0	0	0	1	4	被ツモ	-300		11
725	3	0	1278m158p2489s47z	defend	0	4	10	35	ふつう	1	3	4	0	4	0	0	0	0	2	3	被ツモ	-300		11
726	0	1	145m3455p45578s4z	attack	0	3	19	65	非常に広い	5	0	5	1	4	0	0	0	0	1	1	和了	1500	断幺九1	12
726	1	0	246689m369p267s2z	defend	0	4	19	69	非常に広い	2	2	4	0	4	0	0	0	0	1	2	被ツモ	-500		12
726	2	0	1299m38p1246s116z	defend	0	3	5	16	狭い	2	3	5	0	4	1	1	0	1	3	4	被ツモ	-500		12
726	3	0	268m46p13778s346z	defend	0	4	15	53	非常に広い	1	3	4	0	4	0	0	0	0	3	1	被ツモ	-500		12
727	0	1	18m159p134579s22z	defend	0	4	22	79	非常に広い	2	1	3	0	4	0	0	0	0	2	5	放銃	-8000		9
727	1	0	09m347p29s134677z	attack	1	5	17	57	非常に広い	1	0	2	0	3	1	2	1	1	6	2	無関係	0		9
727	2	0	13456m3459p1246s	defend	0	2	16	51	非常に広い	3	2	5	0	4	0	0	0	0	0	3	無関係	0		9
727	3	0	5779m23789p2468s	defend	0	2	8	30	ふつう	3	2	5	0	4	0	0	0	0	0	2	和了	9000	立直1・一発1・平和1・裏ドラ2	9
728	0	1	3678m145p1269s13z	defend	0	4	18	66	非常に広い	2	1	3	0	4	0	0	0	0	2	3	放銃	-2000		12
728	1	0	18m46p223406s567z	attack	1	4	19	65	非常に広い	3	1	4	0	4	1	1	1	0	3	1	無関係	0		12
728	2	0	479m30679p245s13z	attack	1	4	24	85	非常に広い	2	1	3	0	4	1	1	1	0	2	2	和了	2000	一気通貫1・赤ドラ1	12
728	3	0	579m689p33567s27z	defend	0	3	16	54	非常に広い	2	2	4	0	4	0	0	0	0	2	2	無関係	0		12
729	0	1	2m29p45567s11455z	attack	0	3	18	61	非常に広い	4	0	4	1	2	1	3	0	1	5	1	和了	13000	立直1・門前清自摸和1・場風 東1・自風 東1・翻牌 白1	8
729	1	0	3366m2689p15s234z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	3	2	被ツモ	-4000		8
729	2	0	1068m1367p38s237z	attack	1	5	24	87	非常に広い	2	1	3	0	4	1	1	1	0	3	2	被ツモ	-4000		8
729	3	0	345m58p799s23467z	defend	0	5	20	67	非常に広い	2	0	2	0	4	0	0	0	0	5	2	被ツモ	-4000		8
730	0	1	148m4569p1359s66z	attack	1	4	22	78	非常に広い	2	1	3	0	4	1	1	0	1	2	4	和了	1500	翻牌 發1	11
730	1	0	2268m1368p12s227z	defend	0	3	6	20	ふつう	2	4	6	0	4	1	1	0	1	3	2	放銃	-1500		11
730	2	0	1499m13p3055s567z	attack	1	4	18	59	非常に広い	2	1	3	0	4	1	1	1	0	3	4	無関係	0		11
730	3	0	9m133579p2368s14z	defend	0	3	6	24	ふつう	2	2	4	0	4	0	0	0	0	2	3	無関係	0		11
731	0	1	4m13p1120s134556z	attack	1	4	9	27	ふつう	2	0	3	0	3	1	2	1	1	6	3	被ツモ	-500		10
731	1	0	2668m35679p16s26z	defend	0	5	28	99	非常に広い	2	0	2	0	4	0	0	0	0	2	2	被ツモ	-300		10
731	2	0	157m147p223799s1z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	1	4	被ツモ	-300		10
731	3	0	69m3445679p279s3z	defend	0	3	15	55	非常に広い	3	1	4	0	4	0	0	0	0	1	3	和了	1100	断幺九1	10
732	0	1	3067m36p1579s117z	attack	0	4	25	89	非常に広い	2	1	3	1	2	1	3	1	1	3	2	和了	12000	場風 東1・自風 東1・ドラ2・赤ドラ1	9
732	1	0	68m15p579s333567z	defend	0	4	18	64	非常に広い	1	2	3	0	4	0	0	0	0	6	2	放銃	-12000		9
732	2	0	67m13339p1268s26z	defend	0	3	12	41	広い	2	2	4	0	4	0	0	0	0	2	3	無関係	0		9
732	3	0	39m68p112335s125z	defend	0	4	21	71	非常に広い	2	2	4	0	4	0	0	0	0	3	3	無関係	0		9
733	0	1	14667m2368p26s12z	defend	0	4	18	67	非常に広い	2	2	4	0	4	0	0	0	0	2	1	被ツモ	-1000		12
733	1	0	244m6789p119s236z	defend	0	4	19	63	非常に広い	3	0	3	0	4	0	0	0	0	3	4	被ツモ	-500		12
733	2	0	4789m222p2588s44z	attack	0	2	14	49	広い	4	0	4	1	4	0	0	0	0	2	1	和了	3000	立直1・門前清自摸和1	12
733	3	0	567p13449s12347z	defend	0	4	10	32	ふつう	2	1	3	0	4	0	0	0	0	5	2	被ツモ	-500		12
734	0	1	779m1258p26s4467z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	4	2	被ツモ	-3900		15
734	1	0	124m11466p408s33z	attack	0	3	14	43	広い	4	1	5	1	4	1	1	1	0	2	3	被ツモ	-2000		15
734	2	0	24889m24p379s135z	defend	0	4	15	53	非常に広い	1	3	4	0	4	0	0	0	0	3	2	和了	8900	立直1・門前清自摸和1・三色同順2	15
734	3	0	1089m4077p5799s7z	attack	0	3	6	20	ふつう	3	2	5	1	3	1	2	2	0	1	4	被ツモ	-2000		15
735	0	1	188m29p35568s177z	attack	1	3	7	21	ふつう	3	0	4	0	4	1	1	0	1	3	2	和了	1500	翻牌 中1	8
735	1	0	337m133p1226s167z	defend	0	3	7	21	ふつう	3	0	3	0	4	0	0	0	0	3	2	無関係	0		8
735	2	0	16m23458p34679s4z	attack	0	4	27	95	非常に広い	4	0	4	1	4	0	0	0	0	1	2	放銃	-1500		8
735	3	0	0579m147p158s567z	attack	1	5	11	33	ふつう	1	0	2	0	4	1	1	1	0	3	3	無関係	0		8
736	0	1	1246m19p25688s34z	defend	0	4	16	57	非常に広い	2	2	4	0	4	0	0	0	0	2	3	被ツモ	-4000		6
736	1	0	26m1589p11578s11z	attack	1	4	26	91	非常に広い	3	1	4	0	4	1	1	0	1	2	4	被ツモ	-2000		6
736	2	0	133379m28p146s26z	defend	0	4	18	63	非常に広い	1	2	3	0	4	0	0	0	0	2	3	被ツモ	-2000		6
736	3	0	05568m1335p123s3z	attack	0	1	3	12	ふつう	4	0	4	1	4	1	1	1	0	1	2	和了	9000	立直1・門前清自摸和1・赤ドラ2	6
737	0	1	49m23440779p89s7z	attack	1	3	19	65	非常に広い	3	1	4	0	4	1	1	1	0	1	3	和了	12700	立直1・門前清自摸和1・赤ドラ1・裏ドラ1	9
737	1	0	12389p14679s357z	defend	0	3	7	24	ふつう	2	1	3	0	4	0	0	0	0	3	4	被ツモ	-3900		9
737	2	0	13347889m136s12z	defend	0	3	14	49	広い	2	2	4	0	4	0	0	0	0	2	3	被ツモ	-3900		9
737	3	0	367m7p67899s1566z	attack	0	3	15	52	非常に広い	4	0	4	1	4	1	1	0	1	4	2	被ツモ	-3900		9
738	0	1	11256m248p345s37z	defend	0	3	12	42	広い	3	1	4	0	4	0	0	0	0	2	2	放銃	-5200		11
738	1	0	3m23445p4468889s	attack	0	2	15	51	非常に広い	4	0	4	1	4	0	0	0	0	0	1	和了	7200	立直1・断幺九1・赤ドラ1	11
738	2	0	3679m1136p3677s6z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	1	3	無関係	0		11
738	3	0	22367m27p2359s56z	defend	0	5	28	99	非常に広い	3	0	3	0	4	0	0	0	0	2	1	無関係	0		11
739	0	1	5689m137p679s144z	defend	0	3	6	22	ふつう	3	2	5	0	4	0	0	0	0	3	3	流局	-1000		18
739	1	0	3379m379p1489s35z	defend	0	4	17	61	非常に広い	1	3	4	0	4	0	0	0	0	2	4	流局	-1000		18
739	2	0	107m39p112067s23z	attack	1	4	18	64	非常に広い	2	1	3	0	3	1	2	2	0	2	4	流局	3000		18
739	3	0	13678m135p127s56z	defend	0	3	10	34	ふつう	1	3	4	0	4	0	0	0	0	2	3	流局	-1000		18
740	0	1	2358m205p2335s35z	attack	1	4	20	69	非常に広い	3	1	4	0	4	1	1	1	0	2	0	被ツモ	-4000		15
740	1	0	1088m6689p36s126z	attack	1	4	9	27	ふつう	2	0	3	0	4	1	1	1	0	3	2	被ツモ	-2000		15
740	2	0	246779m99p14s347z	defend	0	4	17	57	非常に広い	2	2	4	0	4	0	0	0	0	3	4	被ツモ	-2000		15
740	3	0	16m133478p1s1247z	defend	0	5	23	81	非常に広い	2	1	3	0	4	0	0	0	0	4	3	和了	8000	翻牌 中1・ドラ4	15
741	0	1	37m569p3679s3567z	defend	0	6	28	99	非常に広い	2	0	2	0	4	0	0	0	0	4	2	和了	5800	翻牌 中1・ドラ1・赤ドラ1	10
741	1	0	22579m2068p248s3z	attack	1	4	23	81	非常に広い	2	2	4	0	4	1	1	1	0	1	1	無関係	0		10
741	2	0	1359m49p13305s12z	attack	1	4	9	27	ふつう	2	0	3	0	4	1	1	1	0	2	4	放銃	-5800		10
741	3	0	1448m356p789s123z	defend	0	4	19	66	非常に広い	3	0	3	0	4	0	0	0	0	3	2	無関係	0		10
742	0	1	156m13349p46789s	defend	0	2	5	20	ふつう	3	2	5	0	4	0	0	0	0	0	4	放銃	-3900		11
742	1	0	358m578p3678s247z	defend	0	4	20	72	非常に広い	2	1	3	0	4	0	0	0	0	3	0	無関係	0		11
742	2	0	446899m35p28s557z	attack	1	3	12	35	ふつう	3	2	5	0	4	1	1	0	1	3	2	和了	3900	翻牌 白1・混一色2	11
742	3	0	49m12p13569s3456z	defend	0	5	25	91	非常に広い	1	2	3	0	4	0	0	0	0	4	4	無関係	0		11
743	0	1	133557m67p2389s3z	attack	0	3	10	36	広い	4	1	5	1	4	0	0	0	0	1	2	流局	0		1
743	1	0	14m7889p16s35567z	attack	1	4	9	27	ふつう	2	0	2	0	4	1	1	0	1	5	3	流局	0		1
743	2	0	24678m29p477s234z	defend	0	4	17	60	非常に広い	2	1	3	0	4	0	0	0	0	3	1	流局	0		1
743	3	0	1479m369p0569s37z	attack	1	5	11	33	ふつう	1	0	2	0	4	1	1	1	0	2	4	流局	0		1
744	0	1	34m124679p33s667z	attack	0	3	7	24	ふつう	4	1	5	1	4	1	1	0	1	3	2	流局	0		1
744	1	0	3m3678p4688s1245z	defend	0	4	16	56	非常に広い	2	1	3	0	4	0	0	0	0	4	0	流局	0		1
744	2	0	23478m06p179s234z	attack	1	3	9	32	ふつう	3	1	4	0	4	1	1	1	0	3	2	流局	0		1
744	3	0	139m13p1256s1245z	defend	0	4	10	35	ふつう	1	3	4	0	4	0	0	0	0	4	4	流局	0		1
745	0	1	248m1199p136s267z	defend	0	4	20	67	非常に広い	2	2	4	0	4	0	0	0	0	3	5	放銃	-7700		11
745	1	0	14566m3469p359s1z	defend	0	4	22	77	非常に広い	3	1	4	0	4	0	0	0	0	1	3	和了	9700	立直1・一発1・平和1・断幺九1	11
745	2	0	89m48p112379s124z	defend	0	4	17	59	非常に広い	2	2	4	0	4	0	0	0	0	3	4	無関係	0		11
745	3	0	3334m2677p457s14z	attack	0	4	24	83	非常に広い	4	0	4	1	4	0	0	0	0	2	0	無関係	0		11
746	0	1	8m22689p1407s337z	attack	1	4	22	75	非常に広い	3	1	4	0	4	1	1	1	0	3	2	無関係	0		7
746	1	0	1369m157p689s136z	defend	0	5	20	71	非常に広い	0	3	3	0	4	0	0	0	0	3	4	無関係	0		7
746	2	0	4678m368p2349s45z	defend	0	3	17	62	非常に広い	2	1	3	0	4	0	0	0	0	2	1	和了	3000	立直1・平和1	7
746	3	0	345m4p124688s255z	defend	0	2	4	12	狭い	3	2	5	0	4	1	1	0	1	3	1	放銃	-2000		7
747	0	1	48m22388p268s446z	defend	0	3	7	21	ふつう	3	0	4	0	4	0	0	0	0	3	0	無関係	0		13
747	1	0	469m1289p34s1236z	defend	0	4	10	35	ふつう	1	3	4	0	4	0	0	0	0	4	3	和了	3600	立直1・ドラ1	13
747	2	0	10m17789p79s1157z	attack	1	4	21	71	非常に広い	2	1	3	0	3	1	2	1	1	4	4	無関係	0		13
747	3	0	44m3069p14588s45z	attack	0	4	19	63	非常に広い	4	0	4	1	4	1	1	1	0	2	2	放銃	-2600		13
748	0	1	12559m40688p357z	attack	1	3	9	28	ふつう	3	1	4	0	4	1	1	1	0	3	2	無関係	0		12
748	1	0	4477m269p134s266z	defend	0	3	7	21	ふつう	3	0	4	0	4	1	1	0	1	3	2	放銃	-2000		12
748	2	0	335m148p33489s27z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	2	2	和了	2000	断幺九1・ドラ1	12
748	3	0	078m1257p558s127z	attack	1	4	17	59	非常に広い	2	2	4	0	4	1	1	1	0	3	1	無関係	0		12
749	0	1	6m45p134s1123555z	attack	0	3	16	56	非常に広い	4	0	4	1	2	1	3	0	1	7	1	無関係	0		8
749	1	0	4456m249p15678s3z	attack	0	3	20	69	非常に広い	4	1	5	1	4	0	0	0	0	1	2	無関係	0		8
749	2	0	11779m5p367s2244z	attack	0	2	5	15	狭い	4	0	5	1	4	0	0	0	0	4	3	和了	14000	立直1・七対子2・ドラ2・赤ドラ1	8
749	3	0	268m23358p26s237z	defend	0	5	26	93	非常に広い	1	2	3	0	4	0	0	0	0	3	0	放銃	-12000		8
750	0	1	667889m35p489s16z	defend	0	3	15	51	非常に広い	2	2	4	0	4	0	0	0	0	2	2	被ツモ	-2600		14
750	1	0	099m125p5789s267z	attack	1	4	19	67	非常に広い	2	1	3	0	4	1	1	1	0	3	4	被ツモ	-1300		14
750	2	0	3m169p26778s2446z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	4	2	被ツモ	-1300		14
750	3	0	1458m78p12334s14z	attack	0	3	13	47	広い	4	0	4	1	4	0	0	0	0	2	2	和了	7200	立直1・門前清自摸和1・平和1・ドラ1	14
751	0	1	1246m1569p457s35z	defend	0	4	13	45	広い	2	2	4	0	4	0	0	0	0	2	3	放銃	-1000		3
751	1	0	1234567m27p2557z	attack	0	3	21	71	非常に広い	4	0	4	1	4	1	1	0	1	4	1	和了	1000	翻牌 白1	3
751	2	0	122m13444p139s16z	defend	0	3	11	38	広い	3	1	4	0	4	0	0	0	0	2	4	無関係	0		3
751	3	0	57m25p239s224467z	attack	1	4	21	71	非常に広い	3	1	4	0	4	1	1	0	1	6	1	無関係	0		3
752	0	1	2349m2p23459s335z	attack	0	3	18	62	非常に広い	4	0	4	1	4	0	0	0	0	3	2	和了	8800	立直1・門前清自摸和1・平和1・裏ドラ1	8
752	1	0	259m15p123788s23z	defend	0	5	26	91	非常に広い	2	0	2	0	4	0	0	0	0	2	3	被ツモ	-2600		8
752	2	0	305m1233799p23s4z	attack	0	3	21	71	非常に広い	4	0	4	1	4	1	1	1	0	1	3	被ツモ	-2600		8
752	3	0	58m23077p09s1224z	attack	1	4	9	27	ふつう	2	0	3	0	3	1	2	2	0	4	1	被ツモ	-2600		8
753	0	1	3m69p1455669s234z	defend	0	4	9	27	ふつう	2	0	2	0	4	0	0	0	0	3	3	放銃	-16000		12
753	1	0	8m0556699p349s26z	attack	0	3	15	50	非常に広い	4	0	4	1	4	1	1	1	0	2	3	無関係	0		12
753	2	0	1667m4788p3s1367z	defend	0	4	9	27	ふつう	2	0	2	0	4	0	0	0	0	4	1	無関係	0		12
753	3	0	2305699m148p88s2z	defend	0	3	7	21	ふつう	3	0	4	0	4	1	1	1	0	1	3	和了	17000	立直1・七対子2・ドラ2・赤ドラ1・裏ドラ2	12
754	0	1	15789m248p5s1257z	defend	0	5	21	75	非常に広い	1	1	2	0	4	0	0	0	0	4	2	無関係	0		5
754	1	0	1678m23366p1127z	attack	0	3	15	47	広い	4	0	4	1	4	1	1	0	1	4	1	和了	2000	場風 東1・赤ドラ1	5
754	2	0	2m1369p113456s33z	attack	0	3	20	69	非常に広い	4	1	5	1	4	1	1	0	1	2	4	放銃	-2000		5
754	3	0	069m8p137s244567z	attack	1	5	27	95	非常に広い	2	1	3	0	3	1	2	1	1	6	2	無関係	0		5
755	0	1	1306m1778p69s345z	attack	1	5	24	83	非常に広い	2	1	3	0	4	1	1	1	0	3	3	被ツモ	-3900		11
755	1	0	12477m1p15779s16z	defend	0	4	19	65	非常に広い	2	1	3	0	4	0	0	0	0	2	4	被ツモ	-2000		11
755	2	0	3568m144568s357z	defend	0	4	14	47	広い	3	0	3	0	4	0	0	0	0	3	1	被ツモ	-2000		11
755	3	0	157m26p4789s6667z	attack	1	3	18	67	非常に広い	2	1	3	0	4	1	1	0	1	4	2	和了	9900	立直1・門前清自摸和1・赤ドラ1・裏ドラ1	11
756	0	1	0578m78p34789s35z	attack	0	2	7	26	ふつう	5	0	5	1	4	1	1	1	0	2	1	和了	19000	立直1・平和1・三色同順2・ドラ1・赤ドラ1	10
756	1	0	133m359p127s1456z	defend	0	5	23	79	非常に広い	1	2	3	0	4	0	0	0	0	4	3	放銃	-18000		10
756	2	0	456689m68p269s23z	defend	0	4	19	65	非常に広い	2	2	4	0	4	0	0	0	0	2	2	無関係	0		10
756	3	0	779m1224466p2s46z	attack	0	2	5	15	狭い	4	0	4	1	4	0	0	0	0	2	2	無関係	0		10
757	0	1	247m1p40579s2455z	attack	1	4	22	75	非常に広い	2	2	4	0	3	1	2	1	1	4	2	無関係	0		11
757	1	0	337m335p2445s377z	attack	0	2	5	15	狭い	4	0	5	1	4	1	1	0	1	3	0	放銃	-1000		11
757	2	0	17m1237p3678s246z	defend	0	4	21	77	非常に広い	2	0	2	0	4	0	0	0	0	3	2	和了	1000	場風 東1	11
757	3	0	266m6688p1399s57z	attack	0	2	5	15	狭い	4	0	5	1	4	0	0	0	0	2	3	無関係	0		11
758	0	1	107m389p10s11356z	attack	1	5	30	107	非常に広い	1	2	3	0	2	1	4	2	1	5	3	被ツモ	-500		14
758	1	0	189m237p9s244677z	attack	1	4	22	75	非常に広い	3	1	4	0	4	1	1	0	1	6	3	和了	2100	翻牌 中1	14
758	2	0	22688m157p1179s4z	defend	0	3	13	39	広い	3	2	5	0	4	0	0	0	0	1	4	被ツモ	-300		14
758	3	0	4m14p2346779s357z	defend	0	4	16	58	非常に広い	2	1	3	0	4	0	0	0	0	3	2	被ツモ	-300		14
759	0	1	4689m125p3457s15z	defend	0	3	8	27	ふつう	1	3	4	0	4	0	0	0	0	2	2	放銃	-1300		11
759	1	0	33566m39p35699s2z	defend	0	3	7	21	ふつう	3	0	4	0	4	0	0	0	0	1	3	無関係	0		11
759	2	0	26m124p23406s356z	attack	1	4	20	71	非常に広い	2	1	3	0	4	1	1	1	0	3	1	無関係	0		11
759	3	0	145m69p17s123447z	defend	0	4	5	20	ふつう	1	0	2	0	4	1	1	0	1	6	3	和了	1300	翻牌 中1	11
760	0	1	26m1279p567s4577z	attack	1	3	13	46	広い	2	2	4	0	4	1	1	0	1	4	2	被ツモ	-2000		11
760	1	0	235579m58p1688s6z	defend	0	4	25	87	非常に広い	3	1	4	0	4	0	0	0	0	1	2	和了	5000	立直1・門前清自摸和1・赤ドラ1	11
760	2	0	378m6667788p13s3z	attack	0	2	15	51	非常に広い	4	1	5	1	4	0	0	0	0	1	1	被ツモ	-1000		11
760	3	0	24m13p2357799s22z	attack	0	3	16	51	非常に広い	4	2	6	1	4	0	0	0	0	2	3	被ツモ	-1000		11
761	0	1	49m234p799s13444z	defend	0	3	15	53	非常に広い	3	0	3	0	4	0	0	0	0	5	3	被ツモ	-6000		10
761	1	0	455m157p2336s356z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	3	1	被ツモ	-3000		10
761	2	0	34079m236p10779s	attack	0	2	5	20	ふつう	3	1	4	1	3	1	2	2	0	0	3	和了	13000	立直1・門前清自摸和1・平和1・断幺九1・赤ドラ2・裏ドラ1	10
761	3	0	123m12677p2669s6z	defend	0	3	16	56	非常に広い	3	1	4	0	4	0	0	0	0	1	3	被ツモ	-3000		10
762	0	1	3567m238p159s123z	defend	0	5	24	87	非常に広い	2	0	2	0	4	0	0	0	0	3	2	和了	3000	断幺九1・赤ドラ1	12
762	1	0	2356m34p137s4567z	defend	0	4	11	39	広い	3	1	4	0	4	0	0	0	0	4	1	被ツモ	-1000		12
762	2	0	48m49p1134557s26z	defend	0	4	23	81	非常に広い	3	0	3	0	4	0	0	0	0	2	3	被ツモ	-1000		12
762	3	0	12344m29p08s3457z	attack	1	5	22	75	非常に広い	2	0	2	0	4	1	1	1	0	4	2	被ツモ	-1000		12
763	0	1	2246m4589p488s55z	attack	0	3	15	47	広い	4	2	6	1	4	1	1	0	1	2	1	被ツモ	-6000		9
763	1	0	344m348p3408s346z	attack	1	4	19	68	非常に広い	3	0	3	0	4	1	1	1	0	3	0	和了	13000	立直1・門前清自摸和1・断幺九1・ドラ1・赤ドラ1・裏ドラ1	9
763	2	0	5799m1236p1299s1z	defend	0	2	4	12	狭い	3	2	5	0	4	0	0	0	0	1	6	被ツモ	-3000		9
763	3	0	125889m148s1134z	attack	1	4	9	27	ふつう	2	0	3	0	4	1	1	0	1	4	3	被ツモ	-3000		9
764	0	1	125m3779p0689s37z	attack	1	4	18	65	非常に広い	2	2	4	0	4	1	1	1	0	2	3	被ツモ	-1000		16
764	1	0	8889m344p334567z	defend	0	3	6	18	狭い	3	0	3	0	4	0	0	0	0	6	1	被ツモ	-500		16
764	2	0	35m0p145779s2345z	attack	1	5	21	71	非常に広い	2	1	3	0	4	1	1	1	0	4	2	和了	3000	断幺九1・三色同順1	16
764	3	0	36999m6899p23s16z	defend	0	3	14	50	非常に広い	3	1	4	0	4	0	0	0	0	2	5	被ツモ	-500		16
765	0	1	14m1589p10s13444z	attack	1	5	30	110	非常に広い	1	1	2	0	4	1	1	1	0	5	4	無関係	0		9
765	1	0	2578m123p13578s2z	defend	0	3	16	54	非常に広い	3	1	4	0	4	0	0	0	0	1	2	放銃	-8000		9
765	2	0	112679m199p1s147z	defend	0	4	14	47	広い	2	0	3	0	4	0	0	0	0	3	7	無関係	0		9
765	3	0	48m3440p36668s25z	attack	1	4	24	83	非常に広い	3	0	3	0	4	1	1	1	0	2	0	和了	9000	立直1・一発1・断幺九1・赤ドラ2	9
766	0	1	2577m447p120s367z	attack	1	4	9	27	ふつう	2	0	3	0	4	1	1	1	0	3	1	流局	1000		18
766	1	0	59m688p44577s135z	defend	0	3	7	21	ふつう	3	0	3	0	4	0	0	0	0	3	1	流局	1000		18
766	2	0	124m47p36779s124z	defend	0	5	25	89	非常に広い	1	2	3	0	4	0	0	0	0	3	2	流局	-3000		18
766	3	0	168m12356p234s12z	defend	0	2	6	21	ふつう	3	1	4	0	4	0	0	0	0	2	2	流局	1000		18
767	0	1	1256m5p2568s2357z	defend	0	5	21	75	非常に広い	2	1	3	0	4	0	0	0	0	4	1	無関係	0		11
767	1	0	59m367p4077s4567z	attack	1	5	24	83	非常に広い	3	0	3	0	4	1	1	1	0	4	1	和了	3000	断幺九1・赤ドラ1	11
767	2	0	4677m12338p349s1z	defend	0	3	17	59	非常に広い	3	1	4	0	4	0	0	0	0	1	2	放銃	-2000		11
767	3	0	3334m128p579s235z	defend	0	4	20	69	非常に広い	2	2	4	0	4	0	0	0	0	3	2	無関係	0		11
768	0	1	06m12799p134457s	attack	0	3	17	59	非常に広い	4	1	5	1	4	1	1	1	0	0	4	被ツモ	-500		8
768	1	0	2m11235p247s3357z	defend	0	4	22	75	非常に広い	3	1	4	0	4	0	0	0	0	4	2	被ツモ	-300		8
768	2	0	11567m3678p33s15z	attack	0	2	9	29	ふつう	4	0	4	1	4	0	0	0	0	2	2	和了	1100	翻牌 白1	8
768	3	0	2459m489p57s1126z	attack	1	4	19	67	非常に広い	2	2	4	0	4	1	1	0	1	4	2	被ツモ	-300		8
769	0	1	1230579m7p4468s3z	defend	0	2	4	12	狭い	3	2	5	0	4	1	1	1	0	1	2	流局	1500		18
769	1	0	378m68p12359s345z	defend	0	4	18	65	非常に広い	2	1	3	0	4	0	0	0	0	3	2	流局	-1500		18
769	2	0	2388m223347p39s1z	attack	0	3	21	75	非常に広い	4	0	4	1	4	0	0	0	0	1	1	流局	1500		18
769	3	0	47m47p1579s12356z	defend	0	6	19	63	非常に広い	0	0	1	0	4	0	0	0	0	5	2	流局	-1500		18
770	0	1	2378m2347p3448s5z	attack	0	3	19	70	非常に広い	4	0	4	1	4	0	0	0	0	1	0	被ツモ	-6000		9
770	1	0	3m12358p40789s14z	attack	1	3	16	58	非常に広い	3	0	3	0	4	1	1	1	0	2	2	被ツモ	-3000		9
770	2	0	349m29p135679s37z	defend	0	4	19	69	非常に広い	2	1	3	0	4	0	0	0	0	2	4	被ツモ	-3000		9
770	3	0	147m133406669p1z	attack	1	3	14	51	非常に広い	3	0	3	0	4	1	1	1	0	1	3	和了	15000	立直1・一発1・門前清自摸和1・断幺九1・赤ドラ2	9
